url,name,surname,nationality,discipline,birth_date,birth_city, birth_country,age,height_cm,height,weight_kg,weight_lbs,gold,silver,bronze,bio,social,bio_url
https://en.asiangames2018.id/athletes/athlete/Bianbaciren-3016815/,BIANBACIREN,,CHN,Equestrian,10/07/1987,,China,30,180,"5'11""",75,165,0,0,0,"[('Beginning', 'He began riding at age eight. (sports.qq.com, 09 May 2016)'), ('Reason', 'He has always enjoyed being around horses. (sports.qq.com, 09 May 2016)'), ('Training', ""He trains in Beijing, People's Republic of China. (m.sohu.com, 26 Jan 2018)""), ('Awards', 'In 2015 he was named an Elite Athlete of National Class by the General Administration of Sport of China. (daluma.com, 09 Nov 2015)'), ('Highlights', 'RankEventYearLocationWorld Cup Chinese League1Jumping Individual2016/2017Beijing, CHN2Jumping Individual2014/2015Beijing, CHN5Jumping Individual2016/2017Beijing, CHN5Jumping Individual2015/2016Beijing, CHN6Jumping Individual2018/2019Chengdu, CHN6Jumping Individual2018/2019Tianjin, CHN7Jumping Individual2017/2018Beijing, CHN9Jumping Individual2017/2018Beijing, CHN9Jumping Individual2015/2016Beijing, CHN17Jumping Individual2016/2017Beijing, CHN21Jumping Individual2015/2016Beijing, CHN')]",['http://weibo.com/u/2553915413'],https://externalmodules.asiangames2018.id/en/25/bio/athletes/bio_3016815.html
https://en.asiangames2018.id/athletes/athlete/ABODUHALIKEJIANG-Mutailipu-3010117/,Mutailipu,Aboduhalikejiang,CHN,Beach Volleyball,08/18/1992,,,26,204,"6'8""",98,216,0,0,0,[],[],https://externalmodules.asiangames2018.id/en/25/bio/athletes/bio_3010117.html
https://en.asiangames2018.id/athletes/athlete/ABUDUREXITI-Abudushalamu-3011390/,Abudushalamu,Abudurexiti,CHN,Basketball,05/20/1996,,,22,203,"6'8""",89,196,1,0,0,[],[],https://externalmodules.asiangames2018.id/en/25/bio/athletes/bio_3011390.html
https://en.asiangames2018.id/athletes/athlete/AI-Yanhan-3009414/,YANHAN,AI,CHN,Swimming,02/07/2002,,China,16,168,"5'6""",54,119,1,0,0,"[('Beginning', ""She took up the sport at age six in Wuhan, People's Republic of China. (hb.ifeng.com, 28 Jul 2015)""), ('Reason', ""Her talent was recognised by coaches in Wuhan, People's Republic of China. (zqb.cyol.com, 15 Jan 2018)""), ('Ambition', 'To win a medal at the 2020 Olympic Games in Tokyo. (hb.sina.com.cn, 15 Aug 2016)'), ('Memorable', ""Competing at the 2016 Olympic Games in Rio de Janeiro, and winning silver in women's 4x200m freestyle relay at the 2017 World Championships in Budapest, Hungary. (hb.xinhuanet.com, 20 Sep 2016; hb.sina.com.cn, 29 Jul 2017)""), ('Awards', ""In 2015 she was named an Elite Athlete of National Class by the General Administration of Sport of China. (sport.gov.cn, 20 Apr 2015)In 2013 she received the Top 10 Young Pioneers honour from the Wuhan Municipal League Committee in the People's Republic of China. (zqb.cyol.com, 15 Jan 2018)""), ('Hero', 'Chinese swimmers Ning Zetao and Ye Shiwen. (sports.sina.com.cn, 23 Oct 2015)'), ('Languages', 'Mandarin'), ('Hobbies', 'Reading science fiction novels, playing games. (hb.sina.com.cn, 15 Aug 2016; sports.sina.com.cn, 23 Oct 2015)'), ('Highlights', 'RankEventYearLocationResultOlympic Games44 x 200m Freestyle Relay2016Rio de Janeiro, BRA7:47.96Semifinal200m Freestyle2016Rio de Janeiro, BRA1:57.41World Championships24 x 200m Freestyle Relay2017Budapest, HUN7:44.9664 x 100m Freestyle Relay2017Budapest, HUN3:36.49Semifinal200m Freestyle2017Budapest, HUN1:56.80Heats100m Freestyle2017Budapest, HUN54.54Asian Championships2200m Freestyle2016Tokyo, JPN1:57.35World Championships Short Course64 x 200m Freestyle Relay2016Windsor, ON, CAN7:42.09Heats200m Freestyle2016Windsor, ON, CAN1:56.33Heats100m Individual Medley2016Windsor, ON, CAN1:03.05')]",['http://weibo.com/u/5581144793'],https://externalmodules.asiangames2018.id/en/25/bio/athletes/bio_3009414.html
https://en.asiangames2018.id/athletes/athlete/BAI-Ge-3016209/,GE,BAI,CHN,Canoe/Kayak Sprint,01/15/1993,,,25,168,"5'6""",63,139,1,1,0,"[('Beginning', 'She began sprint paddling at age 11, and switched to dragon boat at age 22. (ln.lnd.com.cn, 14 Jun 2018)'), ('Reason', 'Coaches at a local sports school thought her physique would make her suitable for water sports and started to train her as a sprint paddler. In 2015 she joined a dragon boat team because she felt she had reached her limit in canoe sprint. (ln.lnd.com.cn, 14 Jun 2018)'), ('Coach', ""Ou Jian'an [club, national], CHN (sohu.com, 26 Jul 2018)""), ('Nickname', 'Xiaolongnu [a fictional character in a Chinese novel representing innocence and beauty]. (Fujian Media Group Weibo page, 16 Jun 2018)'), ('Languages', 'Mandarin'), ('Hobbies', 'Shopping, cooking, sightseeing. (Fujian Media Group Weibo page, 16 Jun 2018; Weibo profile, 29 May 2018)')]",['http://weibo.com/u/2191194410'],https://externalmodules.asiangames2018.id/en/25/bio/athletes/bio_3016209.html
https://en.asiangames2018.id/athletes/athlete/BAI-Lijun-3013476/,LIJUN,BAI,CHN,Cycling Road,11/19/1988,,China,29,178,"5'10""",75,165,0,0,0,"[('Debut', 'Turned professional in 2010'), ('Awards', 'In 2013 he was named an Elite Athlete of International Class by the General Administration of Sport of China. (roll.sohu.com, 01 Apr 2013)'), ('Languages', 'Mandarin')]",['http://weibo.com/u/2477614971'],https://externalmodules.asiangames2018.id/en/25/bio/athletes/bio_3013476.html
https://en.asiangames2018.id/athletes/athlete/BAI-Long-3028694/,Long,Bai,CHN,Athletics,10/08/1989,,China,28,,,,,0,0,0,"[('Beginning', 'He started athletics training at age 10, initially doing hurdles before switching to high jump. (sports.163.com, 27 May 2015)'), ('Reason', 'He was an active child and his parents thought athletics would be a good outlet for his energy. (sports.163.com, 27 May 2015)'), ('Coach', 'Ni Suling [club] (athletics.org.cn, 26 Jun 2017)'), ('Awards', ""He was named flag bearer for Tianjin Province at the 2017 National Games in Tianjin, People's Republic of China. (sports.huanqiu.com, 28 Aug 2017)""), ('Injuries', 'He injured his knee and sprained his ankle during winter training in 2012/13, and was unable to train at full capacity in the first half of 2013. (sports.sohu.com, 11 Sep 2013; sports.sina.com.cn, 11 Sep 2013)'), ('Languages', 'Mandarin'), ('Highlights', 'RankEventYearLocationResultAsian Championships10High Jump2017Bhubaneswar, IND2.15')]",[],https://externalmodules.asiangames2018.id/en/25/bio/athletes/bio_3028694.html
https://en.asiangames2018.id/athletes/athlete/BAI-Yinpeng-3007005/,YINPENG,BAI,CHN,Sepaktakraw,03/01/1993,,China,25,183,"6'0""",87,192,0,0,0,[],[],https://externalmodules.asiangames2018.id/en/25/bio/athletes/bio_3007005.html
https://en.asiangames2018.id/athletes/athlete/BAI-Yiting-3015591/,YITING,BAI,CHN,Shooting,07/31/1982,,China,36,174,"5'9""",70,154,0,1,0,"[('Coach', 'Wang Xiao (shooting.org.cn, 04 May 2018)'), ('Awards', ""She received Merit Citation Class One from the provincial government in Fujian, People's Republic of China, in recognition of her performance at the 2014 Asian Games in Incheon, Republic of Korea. (fujian.gov.cn, 09 Feb 2015)""), ('Languages', 'Mandarin'), ('Highlights', 'RankEventYearLocationResultAsian Games1Double Trap Team2014Incheon, KOR3153Double Trap2014Incheon, KOR107Asian Championships3Trap2009Almaty, KAZ84')]",[],https://externalmodules.asiangames2018.id/en/25/bio/athletes/bio_3015591.html
https://en.asiangames2018.id/athletes/athlete/BAYANDELIHEI-3016052/,,BAYANDELIHEI,CHN,Judo,01/18/1996,,China,22,175,"5'9""",81,179,0,0,1,"[('Coach', 'Xian Dongmei [national], CHN (judo.sport.org.cn, 18 Apr 2018)'), ('Awards', 'In 2016 he was named an Elite Athlete by the General Administration of Sport of China. (jts.sport.gov.cn, 03 May 2016)'), ('Highlights', 'RankEventYearLocationGrand Prix7-73 kg2016Ulaanbaatar, MGL17-73 kg2018Hohhot, CHN17-73 kg2017Hohhot, CHN32-73 kg2018Budapest, HUNIJF World Ranking (as of 01 Aug 2018)391-73 kg2018')]",[],https://externalmodules.asiangames2018.id/en/25/bio/athletes/bio_3016052.html
